Shipment Date,Matching Fields,Consignee,Consignee Full Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg)
2015-05-14,HS Code (4-digit): 9306,News Logistics,"Av. Paulista, 1842 - 1 ANDAR SL 18 - Bela Vista, São Paulo - SP, 01310-200, Brazil",,+55 11 3141 4422,,https://panjiva.com/News-Logistics/25853299,Logistics,Transcargo Argentina S.A.,"Avenida Domingo Faustino Sarmiento 94, Chivilcoy, Buenos Aires, Argentina",info@transcargoarg.com.ar,+54 9 11 5218 7500,transcargoarg.com.ar,https://panjiva.com/Transcargo-Argentina-S-A/1296900,"Manufacturer, Logistics, Wholesale",NEWS LOGISTICS,93062900,"2 20´ X 8´ X 8´6"" GENERAL PU SLAC 40 BUNDLES LEAD SHOT # 7 A½ WOODEN PALLETS: YES - FUMIGATED: YES SUB MEASUREMENT: 19,392 M3",2.0,41000.0
2015-05-10,HS Code (4-digit): 9306,Ocean Express International,"R. Tapes, 195 - Ideal, Novo Hamburgo - RS, 93336-020, Brazil",,,,https://panjiva.com/Ocean-Express-International/36035677,Logistics,Easy Freight,France,,,,https://panjiva.com/Easy-Freight/44911511,Logistics,OCEAN EXPRESS INTERNATIONAL,93062900,1 STANDARD 20´ CONTAINER SAID TO CONTAIN 300 BOXES OF UNPRIMED EMPTY CASES,1.0,5911.0
2015-05-02,HS Code (4-digit): 9306,W Trade Brasil Imp. & Exp. Ltda,"Avenida das Américas, 700 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brazil",,,,https://panjiva.com/W-Trade-Brasil-Imp-Exp-Ltda/36025683,"Trading Company, Wholesale",East West Shipping,South Korea,,,,https://panjiva.com/East-West-Shipping/36082665,"Manufacturer, Logistics",LOGITRADE REPRESENTACAO TRANSP COM INTERNACIONAL LTDA,93060000,20 PALLETS OF PAINTBALL 17MM MORE THAN 2 COLORS,2.0,22800.0
2015-05-02,HS Code (4-digit): 9306,Dhl Danzas Air & Ocean,"R. Quinze de Novembro, 119 - Centro, Santos - SP, 11010-151, Brazil",,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/39583569,Logistics,Dhl Global Forwarding,"Yeongdeungpo-gu, Seoul, South Korea",,,,https://panjiva.com/Dhl-Global-Forwarding/87842425,Logistics,DHL DANZAS AIR & OCEAN,93069000,12 PALLETS STC 272 CARTON BOXES 150 CARTON BOXES LOADED ON 6 PALLETS STC 1 500 000 META:L LINKS M27 FOR AMMUNITIONS 5.56 X 45 MM 15 CARTON BOXES LOADED ON 1 PALLET STC 4 800 ME:TAL LINKS M12 FOR AMMUNITIONS 20 X 102 MM 7 CARTON BOXES LOADED ON 1 PALLET STC 2 300:METAL LINKS M12 FOR AMMUNITIONS 20 X 102 MM 100 CARTON BOXES LOADED ON 4 PALLETS STC 5:00000 METAL LINKS M13 FOR AMMUNITIONS 7.62 X 51 MM NATO,1.0,6052.0
2015-04-25,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,301 CARTON 300 CARTONS OF EMPTY UNPRIMED CASES AND UNPRIMED SHOTSHELLS AND 1 CARTON SAMPLES OF EMPTY UNPRIMED CASES,1.0,6539.0
2015-04-22,HS Code (4-digit): 9306,News Logistics,"Av. Paulista, 1842 - 1 ANDAR SL 18 - Bela Vista, São Paulo - SP, 01310-200, Brazil",,+55 11 3141 4422,,https://panjiva.com/News-Logistics/25853299,Logistics,Transcargo Argentina S.A.,"Avenida Domingo Faustino Sarmiento 94, Chivilcoy, Buenos Aires, Argentina",info@transcargoarg.com.ar,+54 9 11 5218 7500,transcargoarg.com.ar,https://panjiva.com/Transcargo-Argentina-S-A/1296900,"Manufacturer, Logistics, Wholesale",NEWS LOGISTICS,93062900,"2 20´ X 8´ X 8´6"" GENERAL PU SLAC 40 BUNDLES LEAD SHOT # 3 (4 DRUMS) LEAD SHOT # 5 (4 DRUMS) LEAD SHOT # 7 (6 DRUMS) LEAD SHOT # 7 1/2 (2 DRUMS) LEAD SHOT # 8 (1 DRUM) LEAD SHOT # 9 (3 DRUMS) LEAD SHOT # 7 \´C2\´BD (20 DRUMS)",2.0,41000.0
2015-04-17,HS Code (4-digit): 9306,Ancora Brasil Comercio Importacao E Exportacao Ltda Me,"Rua Pedro da Silva Maciel, 630 - Palmital, Chapecó - SC, 89814-082, Brazil",,+55 49 3025 4976,,https://panjiva.com/Ancora-Brasil-Comercio-Importacao-E-Exportacao-Ltda-Me/36038465,Trading Company,Asia Shipping,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Asia-Shipping/44919506,Logistics,ASIA SHIPPING,93063000,1 STANDARD 40´ CONTAINER SAID TO CONTAIN 40 PALLETS POWER LOADS .27,2.0,20275.0
2015-04-16,HS Code (4-digit): 9306,Incomex Logistica Ltda,"Calçada Flôr de Lótus, 78 - Alphaville Comercial, Barueri - SP, 06453-016, Brazil",,,,https://panjiva.com/Incomex-Logistica-Ltda/36197274,Logistics,Tlr Total Logistics Resource Inc.,"675 E Nicollet Blvd # 100, Burnsville, MN 55337, USA",,,,https://panjiva.com/Tlr-Total-Logistics-Resource-Inc/36199250,Logistics,INCOMEX LOGISTICA LTDA,93060000,"1 CONTAINER 65 BOXES BULLET CORES ONLY, NON-HAZARDOUS 200,000 ROUNDS ABOVE CARGO LOADED IN 1 OUTER BOX",1.0,742.0
2015-04-12,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,EMPTY UNPRIMED CASES,2.0,13106.0
2015-04-11,HS Code (4-digit): 9306,Rocomex,"Avenida Geremário Dantas, 1450 - Pechincha, Rio de Janeiro - RJ, 22760-401, Brazil",,,,https://panjiva.com/Rocomex/36028218,"","Shandong Shengjian Biotech Co., Ltd.",China,,,,https://panjiva.com/Shandong-Shengjian-Biotech-Co-Ltd/44913799,"",ROCOMEX,93069000,7200 BOXES PAINTBALL,4.0,48320.0
2015-04-11,HS Code (4-digit): 9306,W Trade Brasil Imp. & Exp. Ltda,"Avenida das Américas, 700 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brazil",,,,https://panjiva.com/W-Trade-Brasil-Imp-Exp-Ltda/36025683,"Trading Company, Wholesale",East West Shipping,South Korea,,,,https://panjiva.com/East-West-Shipping/36082665,"Manufacturer, Logistics",LOGITRADE REPRESENTACAO TRANSP COM INTERNACIONAL LTDA,93060000,"20 PALLETS OF PAINTBALL 17MM MORE THAN 2 COLORS INVOICE NO:PNJ20150213-3 / C-3,4",2.0,22800.0
2015-04-09,HS Code (4-digit): 9306,Craft Multimodal,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal/39583993,Logistics,Carotrans International Inc.,Chile,,,,https://panjiva.com/Carotrans-International-Inc/36060519,"",CRAFT MULTIMODAL,93060000,"6 WOODEN PALLETS STC PROJECTILES, TP-T FINSHED NOSE (AMMUNITION CASINGS)",0.55,5434.0
2015-04-05,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",FULL COMEX TRADING SA,93063000,1X20ST CONTAINER SAID TO CONTAIN 24 PALLETS TOOL ACCESSORIES (POWERLOADS),1.0,7944.0
2015-03-22,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",FULL COMEX TRADING SA,93063000,1X20ST CONTAINER SAID TO CONTAIN: 24 PALLETS TOOL ACCESSORIES (POWERLOADS),1.0,8584.0
2015-03-14,HS Code (4-digit): 9306,Dhl Danzas Air & Ocean,"R. Quinze de Novembro, 119 - Centro, Santos - SP, 11010-151, Brazil",,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/39583569,Logistics,Dhl Danzas Air & Ocean,Slovakia,,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/44915044,Logistics,DHL DANZAS AIR & OCEAN,93069000,24 PALLETS STC 600 CARTON BOXES OF 3 000 000 M13 LINKS FOR AMMUNITIO:NS 7.62 X 51 MM NATO,2.0,13500.0
2015-03-12,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",FULL COMEX TRADING SA,93063000,1X20ST CONTAINER SAID TO CONTAIN 24 PALLETS TOOL ACCESSORIES (POWERLOADS),1.0,8270.0
2015-03-07,HS Code (4-digit): 9306,Ancora Brasil Comercio Importacao E Exportacao Ltda Me,"Rua Pedro da Silva Maciel, 630 - Palmital, Chapecó - SC, 89814-082, Brazil",,+55 49 3025 4976,,https://panjiva.com/Ancora-Brasil-Comercio-Importacao-E-Exportacao-Ltda-Me/36038465,Trading Company,Asia Shipping,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Asia-Shipping/44919506,Logistics,ASIA SHIPPING,93063000,1 STANDARD 20´ CONTAINER SAID TO CONTAIN 20 PALLETS POWER LOADS .22,1.0,16420.0
2015-03-07,HS Code (4-digit): 9306,Mega Multimodal Imp. E Exp. Ltda,"Av. São Francisco, 65 - 72 - Centro, Santos - SP, 11013-201, Brazil",,+55 13 3027 4008,,https://panjiva.com/Mega-Multimodal-Imp-E-Exp-Ltda/38691589,"Manufacturer, Trading Company",Atlantic Integrated Freight Srl,"Strada Comunale Virgo Potens, 25, 15057 Tortona Alessandria, Italy",,,,https://panjiva.com/Atlantic-Integrated-Freight-Srl/44912849,Logistics,MEGA MULTIMODAL IMPORTACAO E EXPORTACAO LTDA,93062900,1 20´BX STC 476 PACKAGE 25 MM PISTON SKEET WADS,1.0,4319.0
2015-03-07,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,EMPTY UNPRIMED CASES UNPRIMED SHOTSHELLS,1.0,6208.0
2015-03-07,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,EMPTY UNPRIMED CASES,1.0,5984.0
2015-03-04,HS Code (4-digit): 9306,Fischer & Rechsteiner Do Brasil,"R. do Retiro, 432 - Parque do Colégio, Jundiaí - SP, Brazil",,,,https://panjiva.com/Fischer-Rechsteiner-Do-Brasil/44909478,"",Transcargo Argentina S.A.,"Avenida Domingo Faustino Sarmiento 94, Chivilcoy, Buenos Aires, Argentina",info@transcargoarg.com.ar,+54 9 11 5218 7500,transcargoarg.com.ar,https://panjiva.com/Transcargo-Argentina-S-A/1296900,"Manufacturer, Logistics, Wholesale",FISCHER & RECHSTEINER DO BRASIL,93062900,"2 20´ X 8´ X 8´6"" GENERAL PU SLAC 40 BUNDLES LEAD SHOT # 3 (2 DRUMS) LEAD SHOT # 7 (5 DRUMS) LEAD SHOT # 7 1/2 (13 DRUMS) LEAD SHOT # 7 1/2",2.0,41000.0
2015-03-03,HS Code (4-digit): 9306,Dhl Danzas Air & Ocean,"R. Quinze de Novembro, 119 - Centro, Santos - SP, 11010-151, Brazil",,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/39583569,Logistics,Dhl Danzas Air & Ocean,Slovakia,,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/44915044,Logistics,DHL DANZAS AIR & OCEAN,93069000,12 PALLETS STC 288 CARTON BOXES OF 316800 M9 LINKS FOR AMMUNITIONS: 12.7 X 99 MM NATO,1.0,5892.0
2015-02-28,HS Code (4-digit): 9306,Inc. W Trade Importacao E Exportacao Ltda,"Avenida das Américas, 3500 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brazil",,+55 21 2439 1437,,https://panjiva.com/Inc-W-Trade-Importacao-E-Exportacao-Ltda/36039541,"Trading Company, Wholesale",East West Shipping,South Korea,,,,https://panjiva.com/East-West-Shipping/36082665,"Manufacturer, Logistics",LOGITRADE REPRESENTACAO TRANSP COM INTERNACIONAL LTDA,93060000,"20 PACKAGES20 PALLETS OF PAINTBALL 17MM MORE THAN 2 COLORS INVOICE NO.: PNJ20150102-1 / C-1,2",2.0,22800.0
2015-02-26,HS Code (4-digit): 9306,Delmar Locksley International,"Rua Carlos Petit, 161 - Vila Mariana, São Paulo - SP, 04110-000, Brazil",,,,https://panjiva.com/Delmar-Locksley-International/25380426,"",Delmar International Logistics,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Delmar-International-Logistics/36058270,Logistics,DELMAR LOCKSLEY INTERNATIONAL,93060000,1080 CARTONS PLASTIC BALL PO#636,1.0,19248.0
2015-02-26,HS Code (4-digit): 9306,Companhia Brasileira,"Rua Humberto de Campos, 3220 - Bocaina, Ribeirão Pires - SP, Brazil",,+55 11 2139 8200,,https://panjiva.com/Companhia-Brasileira/36037687,"",Ministere De La Defense,France,,,,https://panjiva.com/Ministere-De-La-Defense/44912576,"",COMPANHIA BRASILEIRA DE CARTUCHOS CBC,93063000,8 PALLET WITH 550 STEEL BOXES CARTRIDGES SMALL ARMS CLASS 1.4S UN 0012,1.0,8621.0
2015-02-23,"Goods Shipped: ...1233,200 P.N.498,000 P.N.504,000 P.N.9306,316 P.N.3415,480 P.N.450,000 P.N.1256...",Fiat Automoveis Ltda,"Rodovia BR 101 Norte, Km 13-15 s/n, R. Nova, Goiana - PE, 55900-000, Brazil",,,,https://panjiva.com/Fiat-Automoveis-Ltda/35174213,Manufacturer,Fca Group,"Palazzina centrale, Corso Giovanni Agnelli, 200, 10135 Torino TO, Italy",,,,https://panjiva.com/Fca-Group/36056573,Wholesale,FIAT AUTOMOVEIS LTDA,87080000,"195 PACKAGES PARTES, PECAS, COMPONENTES E ACESSORIOS DESTINADOS A PRODUCAO DE VEHICULOS P.N.1239,600 P.N.1233,200 P.N.498,000 P.N.504,000 P.N.9306,316 P.N.3415,480 P.N.450,000 P.N.1256,000 P.N.3977,000 P.N.2000,740 INVOICE(S)5530004730 INVOICE(S)5530004752 INVOICE(S)553004780 INVOICE(S)5530004662 INVOICE(S)5530005049 INVOICE(S)5530005024 INVOICE(S)5530004994 INVOICE(S)5530004970 INVOICE(S)5530005023 INVOICE(S)5530005025",20.0,38058.0
2015-02-21,HS Code (4-digit): 9306,Mega Multimodal Imp. E Exp. Ltda,"Av. São Francisco, 65 - 72 - Centro, Santos - SP, 11013-201, Brazil",,+55 13 3027 4008,,https://panjiva.com/Mega-Multimodal-Imp-E-Exp-Ltda/38691589,"Manufacturer, Trading Company",Atlantic Integrated Freight Srl,"Strada Comunale Virgo Potens, 25, 15057 Tortona Alessandria, Italy",,,,https://panjiva.com/Atlantic-Integrated-Freight-Srl/44912849,Logistics,MEGA MULTIMODAL IMPORTACAO E EXPORTACAO LTDA,93062900,1 20´BX STC 476 CARTON BOX 25 MM PISTON SKEET WADS - CODE: BRS25,1.0,4319.0
2015-02-21,Goods Shipped: 5 Standard 20´ Container Said To Contain 9306 Cartons Hardware Invoice#12045,Espaco Aduana Logistic,"R. Antônio de Barros, 1832 - Vila Carrao, São Paulo - SP, 03401-001, Brazil",,+55 11 2293 8455,,https://panjiva.com/Espaco-Aduana-Logistic/20819163,Logistics,"Oriental Logistic Co., Ltd.",Vietnam,,,,https://panjiva.com/Oriental-Logistic-Co-Ltd/34757673,Logistics,ESPACO ADUANA LOGISTICA LTDA,83024200,5 STANDARD 20´ CONTAINER SAID TO CONTAIN 9306 CARTONS HARDWARE INVOICE#12045,5.0,110840.0
2015-02-03,HS Code (4-digit): 9306,Fischer & Rechsteiner Do Brasil,"R. do Retiro, 432 - Parque do Colégio, Jundiaí - SP, Brazil",,,,https://panjiva.com/Fischer-Rechsteiner-Do-Brasil/44909478,"",Transcargo Argentina S.A.,"Buenos Aires, Argentina",,,,https://panjiva.com/Transcargo-Argentina-S-A/87843786,"Manufacturer, Logistics",FISCHER & RECHSTEINER DO BRASIL,93062900,"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 20 DRUMS 20 BUNDLES (1 DRUMS) LEAD SHOT # 3 (9 DRUMS) LEAD SHOT # 5 (10 DRUMS) LEAD SHOT # 7 1/2",1.0,20500.0
2015-01-29,HS Code (4-digit): 9306,Asia Shipping,"Rua General Câmara, 5 - Centro, Santos - SP, 11010-121, Brazil",,,,https://panjiva.com/Asia-Shipping/39584293,Logistics,Asia Shipping,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Asia-Shipping/44919506,Logistics,ASIA SHIPPING,93063000,1 HIGH CUBE 40´ CONTAINER SAID TO CONTAIN 36 PALLETS POWER LOADS .27,2.0,18200.0
2015-01-29,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",FULL COMEX TRADING SA,93063000,1X20ST CONTAINER SAID TO CONTAIN: 24 PALLETS IN TOOL ACCESSORIES (POWERLOADS),1.0,12440.0
2015-01-24,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Dafarra & Seves Srl,"Via XII Ottobre, 2, 16121 Genova GE, Italy",,,,https://panjiva.com/Dafarra-Seves-Srl/44911433,Logistics,FOX CARGO,93062900,26 PE  2210 PCKGS WADS AND GUALBO,3.0,26999.0
2015-01-24,HS Code (4-digit): 9306,Rocomex,"Avenida Geremário Dantas, 1450 - Pechincha, Rio de Janeiro - RJ, 22760-401, Brazil",,,,https://panjiva.com/Rocomex/36028218,"","Shandong Shengjian Biotech Co., Ltd.",China,,,,https://panjiva.com/Shandong-Shengjian-Biotech-Co-Ltd/44913799,"",ROCOMEX,93069000,3600 CARTONS PAINTBALL,2.0,23800.0
2015-01-16,HS Code (4-digit): 9306,Inc. W Trade Importacao E Exportacao Ltda,"Avenida das Américas, 3500 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brazil",,+55 21 2439 1437,,https://panjiva.com/Inc-W-Trade-Importacao-E-Exportacao-Ltda/36039541,"Trading Company, Wholesale",East West Shipping,South Korea,,,,https://panjiva.com/East-West-Shipping/36082665,"Manufacturer, Logistics",LOGITRADE REPRESENTACAO TRANSP COM INTERNACIONAL LTDA,93060000,"20 PALLETS OF PAINTBALL 17MM MORE THAN 2 COLORS INVOICE NO.:PNJ20141124-1 /C-17,18",2.0,22800.0
2015-01-11,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",FULL COMEX TRADING SA,93063000,1X20ST CONTAINER SAID TO CONTAIN 26 PALLETS TOOL ACCESSORIES (POWERLOADS),1.0,10682.0
2015-01-11,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",FULL COMEX TRADING SA,93063000,1X20ST CONTAINER SAID TO CONTAIN: 26 PALLETS : TOOL ACCESSORIES (POWERLOADS),2.0,10682.0
2015-01-10,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,EMPTY UNPRIMED CASES,2.0,10448.0
2015-01-09,HS Code (4-digit): 9306,Vanguard Logistic Group,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistic-Group/39584338,Logistics,Vanguard Logistic Group,China,,,,https://panjiva.com/Vanguard-Logistic-Group/44918548,Logistics,VANGUARD LOGISTIC GROUP,93060000,6 PALLETS 140 SLAC 140 CASES CARTRIDGE CLIPS / AMMO LINKS,1.0,2862.0
2015-01-04,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,EMPTY UNPRIMED CASES,2.0,11868.0
2015-01-04,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Dafarra & Seves Srl,"Via XII Ottobre, 2, 16121 Genova GE, Italy",,,,https://panjiva.com/Dafarra-Seves-Srl/44911433,Logistics,FOX CARGO,93062900,27 PK UNPRIMED SHOTSHELL 20-08-70 YELLOWNO SKIVED,1.0,4860.0
2015-01-03,HS Code (4-digit): 9306,Dhl Danzas Air & Ocean,"R. Quinze de Novembro, 119 - Centro, Santos - SP, 11010-151, Brazil",,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/39583569,Logistics,Dhl Danzas Air & Ocean,Slovakia,,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/44915044,Logistics,DHL DANZAS AIR & OCEAN,93069000,12 PALLETS STC 288 CARTON BOXES OF 316800 M9 LINKS FOR AMMUNITIONS: 12.7 X 99 MM NATO,1.0,5892.0
2014-12-29,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Dafarra & Seves Srl,"Via XII Ottobre, 2, 16121 Genova GE, Italy",,,,https://panjiva.com/Dafarra-Seves-Srl/44911433,Logistics,FOX CARGO,93062900,1050PK WADS AND GUALBO,2.0,10451.0
2014-12-28,HS Code (4-digit): 9306,Walsywa Ind E Comercio De Produtos Metalurgicos Ltda,"R. Nossa Sra. Da Paz, Balneário Piçarras - SC, 88380-000, Brazil",,,,https://panjiva.com/Walsywa-Ind-E-Comercio-De-Produtos-Metalurgicos-Ltda/36028031,Manufacturer,"Yibin Yili Group Co., Ltd.","Mannargudi, Tamil Nadu, India",,,,https://panjiva.com/Yibin-Yili-Group-Co-Ltd/36060576,"",CAPITAL TRADE IMPORTACAO E EXPORTACAO LTDA,93063000,1X20ST CONTAINER SAID TO CONTAIN 24 PALLETS TOOL ACCESSORIES (POWERLOADS,1.0,10056.0
2014-12-28,HS Code (4-digit): 9306,Vanguard Logistic Group,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistic-Group/39584338,Logistics,Vanguard Logistic Group,China,,,,https://panjiva.com/Vanguard-Logistic-Group/44918548,Logistics,VANGUARD LOGISTIC GROUP,93060000,"23 SLAC 23 PALLETS . 2278 BOXES BULLET CORES ONLY, NON-HAZARDOUS 3,000,000 ROUNDS ABOVE CARGO LOADED IN 23 OUTER BOXES",2.0,27608.0
2014-12-21,HS Code (4-digit): 9306,Mega Multimodal Imp. E Exp. Ltda,"Av. São Francisco, 65 - 72 - Centro, Santos - SP, 11013-201, Brazil",,+55 13 3027 4008,,https://panjiva.com/Mega-Multimodal-Imp-E-Exp-Ltda/38691589,"Manufacturer, Trading Company",Simtex International,Belgium,,,,https://panjiva.com/Simtex-International/36074908,"",MEGA MULTIMODAL IMPORTACAO E EXPORTACAO LTDA,93062900,UNPRIMED SHOTSHELLS,1.0,5670.0
2014-12-21,HS Code (4-digit): 9306,Fox Cargo,"R. Padre Raposo, 713 - Mooca, São Paulo - SP, 03118-001, Brazil",,,,https://panjiva.com/Fox-Cargo/39584039,Logistics,Camexim Cominser,France,,,,https://panjiva.com/Camexim-Cominser/44923158,"",FOX CARGO,93062900,EMPTY UNPRIMED CASES,2.0,10431.0
2014-12-20,HS Code (4-digit): 9306,Inc. W Trade Importacao E Exportacao Ltda,"Avenida das Américas, 3500 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brazil",,+55 21 2439 1437,,https://panjiva.com/Inc-W-Trade-Importacao-E-Exportacao-Ltda/36039541,"Trading Company, Wholesale",Pnj Painball Co.,"620-3 Dongcheon-dong, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,,https://panjiva.com/Pnj-Painball-Co/36053296,"",LOGITRADE INTL,93060000,"20 PALLETS 3,200 BOXES OF PAINTBALL 17MM MORE THAN 2 COLORS PAINTBALL",2.0,22800.0
2014-12-19,HS Code (4-digit): 9306,Mega Multimodal Imp. E Exp. Ltda,"Av. São Francisco, 65 - 72 - Centro, Santos - SP, 11013-201, Brazil",,+55 13 3027 4008,,https://panjiva.com/Mega-Multimodal-Imp-E-Exp-Ltda/38691589,"Manufacturer, Trading Company",Simtex International,Belgium,,,,https://panjiva.com/Simtex-International/36074908,"",MEGA MULTIMODAL IMPORTACAO E EXPORTACAO LTDA,93062900,"1 LOT EMPTY CARTRIDGES CASES, WITHOUT PRIMERS 203 BOXES",0.49,3991.0
